area_type,availability,location,society,total_sqft,bath,balcony,price,bhk
Super built-up  Area,18-Apr,Varthur,Muistry,1600.0,3.0,2.0,63.2,3
Super built-up  Area,Ready To Move,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
Super built-up  Area,Ready To Move,Kodichikkanahalli,Peace P,1299.0,2.0,3.0,58.0,2
Super built-up  Area,Ready To Move,Haralur Road,Ozensve,953.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Gunjur,Paestol,1457.0,2.0,3.0,60.0,2
Super built-up  Area,Ready To Move,Yelahanka,Prdomt ,1075.0,2.0,1.0,33.53,3
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,51.0,3
Super built-up  Area,Ready To Move,Iblur Village,Emine P,5515.0,6.0,2.0,425.0,5
Super built-up  Area,Ready To Move,Bellandur,Trows M,950.0,1.0,1.0,40.0,1
Super built-up  Area,Ready To Move,Amam Enclave Layout,ArBayeb,1013.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Yelahanka,Apows M,1430.0,3.0,1.0,61.0,3
Carpet  Area,Ready To Move,Anantapura,Grare S,1600.0,3.0,2.0,77.0,3
Super built-up  Area,Ready To Move,Ayappa Nagar,Viconth,1190.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Ashwath Nagar,SJcerpe,1625.0,3.0,2.0,95.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1615.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Kalena Agrahara,MancyRe,1180.0,2.0,2.0,85.0,2
Built-up  Area,Ready To Move,Bellandur,Srure S,850.0,2.0,1.0,45.0,2
Built-up  Area,Ready To Move,HRBR Layout,Vaaveeh,1300.0,2.0,3.0,90.0,2
Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1891.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Hennur Road,Soncy R,1735.0,3.0,3.0,78.0,3
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,33.0,3
Built-up  Area,Ready To Move,Devanahalli,Brrds O,1010.0,2.0,1.0,58.0,2
Super built-up  Area,Ready To Move,Electronic City,Briumri,1221.0,2.0,2.0,68.0,2
Super built-up  Area,22-Jun,Hoodi,GoAirej,1108.0,2.0,1.0,87.48,2
Super built-up  Area,18-Apr,Sarjapur  Road,PualeSk,1370.0,2.0,1.0,70.0,2
Super built-up  Area,18-May,Bhoganhalli,Rosha I,1277.0,2.0,1.0,79.89,2
Plot  Area,Ready To Move,Sarjapur,Peora P,2400.0,3.0,3.0,140.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1570.0,3.0,2.0,68.0,3
Super built-up  Area,Ready To Move,Nallurhalli,TrryaAi,1053.0,2.0,3.0,44.0,2
Super built-up  Area,Ready To Move,Hoysalanagar,PNncysi,1325.0,2.0,3.0,56.0,3
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1274.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Whitefield,Sparam ,1317.0,2.0,2.0,52.0,2
Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1195.0,2.0,1.0,75.0,2
Super built-up  Area,18-Nov,Whitefield,Asarqz ,2858.0,4.0,0.0,137.0,4
Super built-up  Area,Ready To Move,Kammasandra,Saineiv,940.0,2.0,2.0,35.0,2
Built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3.0,2.0,95.5,3
Built-up  Area,Ready To Move,Whitefield,Sudama ,1615.0,3.0,0.0,96.9,3
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,985.0,2.0,1.0,62.5,2
Super built-up  Area,Ready To Move,Kaggadasapura,SLireap,1105.0,2.0,1.0,39.5,2
Super built-up  Area,Ready To Move,Whitefield,S mesci,1220.0,2.0,1.0,55.0,2
Built-up  Area,Ready To Move,Hoodi,Macanr ,1400.0,3.0,2.0,74.0,3
Built-up  Area,Ready To Move,Uttarahalli,Apmes H,1000.0,2.0,1.0,35.0,2
Super built-up  Area,18-May,Old Madras Road,SheldGr,1165.0,2.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,Puentpa,1270.0,2.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Banashankari Stage III,SaideHi,1420.0,2.0,2.0,95.0,3
Super built-up  Area,19-Jul,Bellandur,Thesseg,1454.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Whitefield,Soe 2Sa,1116.0,2.0,3.0,48.76,2
Super built-up  Area,18-Jul,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,74.03,2
Super built-up  Area,Ready To Move,Hessarghatta,StwarSi,1062.0,2.0,1.0,50.0,2
Super built-up  Area,19-Dec,JP Nagar,Shestut,1405.0,2.0,1.0,99.0,2
Plot  Area,Ready To Move,Chikka Tirupathi,Theanmp,2153.0,4.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Ulsoor,K borja,2135.0,3.0,2.0,170.0,3
Super built-up  Area,Ready To Move,Doddathoguru,Prianhi,940.0,2.0,1.0,32.9,2
Super built-up  Area,18-May,Hosa Road,SStusan,1063.0,2.0,1.0,32.79,2
Super built-up  Area,Ready To Move,Brookefield,Stlomg ,1382.0,2.0,2.0,84.5,2
Super built-up  Area,Ready To Move,KR Puram,RaiewLa,1400.0,2.0,3.0,60.0,3
Super built-up  Area,20-Aug,Sarjapur  Road,Ahciace,475.0,1.0,1.0,26.0,1
Super built-up  Area,Ready To Move,Glass Factory Layout,VMlet C,1450.0,3.0,3.0,65.0,3
Super built-up  Area,Ready To Move,Kudlu,GKityel,1162.0,2.0,1.0,52.0,2
Super built-up  Area,18-Dec,Hosa Road,Mahesr ,1161.0,2.0,1.0,48.75,2
Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1623.0,2.0,2.0,105.0,3
Super built-up  Area,Ready To Move,Brookefield,Keorai ,1260.0,2.0,1.0,70.0,2
Plot  Area,Ready To Move,Billekahalli,Raony C,1672.0,3.0,2.0,190.0,4
Plot  Area,Ready To Move,Seegehalli,Akone R,3000.0,4.0,2.0,240.0,3
Super built-up  Area,Ready To Move,Murugeshpalya,Vauna F,1500.0,2.0,0.0,70.0,3
Super built-up  Area,20-Jun,Budigere,Brstaue,705.0,1.0,0.0,34.545,1
Super built-up  Area,Ready To Move,Dollars Colony,Saent G,2000.0,3.0,3.0,200.0,3
Plot  Area,Ready To Move,Electronic City,EmrchAn,1200.0,3.0,2.0,150.0,3
Super built-up  Area,Ready To Move,Whitefield,Salesni,1400.0,2.0,3.0,56.0,3
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,2257.0,3.0,2.0,155.0,3
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.5,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Ceiti I,1197.0,2.0,1.0,56.86,2
Super built-up  Area,Ready To Move,Siddapura,Vidgema,1150.0,2.0,2.0,90.0,2
Super built-up  Area,21-Jul,Hoodi,GoAirej,1837.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,91.86,3
Super built-up  Area,Ready To Move,Green Glen Layout,Soionar,1715.0,3.0,3.0,115.0,3
Super built-up  Area,Ready To Move,Electronic City,MancyEl,970.0,2.0,1.0,35.0,2
Plot  Area,Ready To Move,Siddapura,PrstaLa,5480.0,4.0,2.0,400.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Nauha G,3040.0,4.0,2.0,135.0,4
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,Prllsan,1168.0,2.0,1.0,66.0,2
Built-up  Area,Ready To Move,Mallappa Layout,Keort F,1500.0,3.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Ramamurthy Nagar,Apise P,935.0,2.0,2.0,39.0,2
Built-up  Area,Ready To Move,Domlur,Prandm ,1650.0,3.0,1.0,180.0,3
Plot  Area,Ready To Move,Dodsworth Layout,Prleaou,5656.0,5.0,0.0,499.0,3
Super built-up  Area,Ready To Move,Vinayak Nagar,SLayaer,1300.0,2.0,1.0,33.0,2
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,950.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Ankappa Layout,Siuntar,1425.0,2.0,2.0,65.0,3
Built-up  Area,Ready To Move,Uttarahalli,Sencys ,1165.0,1.0,0.0,42.09,2
Built-up  Area,Ready To Move,Kalena Agrahara,Rahidhi,1510.0,3.0,2.0,78.0,3
Super built-up  Area,Ready To Move,Thanisandra,G conTh,1305.0,2.0,2.0,90.0,2
Built-up  Area,Ready To Move,Kodigehaali,Vitat H,866.0,2.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Hulimavu,Vandak ,1231.0,2.0,1.0,84.5,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,2500.0,3.0,3.0,138.0,3
Super built-up  Area,Ready To Move,Whitefield,Sonviik,1140.0,2.0,3.0,55.0,2
Super built-up  Area,Ready To Move,Vidyaranyapura,DSestil,1100.0,2.0,1.0,41.0,2
Plot  Area,19-Dec,Bannerghatta Road,Putere ,4723.0,4.0,3.0,500.0,4
Plot  Area,Ready To Move,Sarjapur,Prldsum,3508.0,4.0,1.0,386.0,4
Super built-up  Area,Ready To Move,Kalena Agrahara,Ajresre,1354.0,2.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Basavangudi,Bousey ,2453.0,3.0,2.0,250.0,4
Super built-up  Area,18-May,Electronics City Phase 1,Shitt S,1205.0,2.0,2.0,60.0,2
Carpet  Area,Ready To Move,Doopanahalli,VancyRe,1625.0,3.0,1.0,150.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1520.0,2.0,3.0,80.0,3
Super built-up  Area,18-Apr,Kadugodi,Alestrb,1762.0,3.0,3.0,109.0,3
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Yelahanka,LedorSa,2650.0,4.0,1.0,223.0,4
Super built-up  Area,Ready To Move,Sompura,SSityri,1350.0,2.0,2.0,47.0,3
Super built-up  Area,Ready To Move,Billekahalli,Raony C,950.0,2.0,2.0,56.0,2
Super built-up  Area,Ready To Move,Jakkur,Leero C,3295.0,3.0,3.0,310.0,3
Super built-up  Area,Ready To Move,Coconut Grove Layout,Keleti ,1515.0,3.0,3.0,80.5,3
Super built-up  Area,Ready To Move,Neeladri Nagar,Vincy R,1100.0,2.0,2.0,30.0,2
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1355.0,2.0,2.0,51.5,3
Super built-up  Area,19-Sep,Padmanabhanagar,SollyCl,2051.0,3.0,2.0,170.0,3
Super built-up  Area,Ready To Move,BTM Layout,MRsicla,1470.0,2.0,2.0,99.0,3
Super built-up  Area,Ready To Move,Silver Springs Layout,VaantPl,1550.0,2.0,3.0,70.0,3
Built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1270.0,2.0,1.0,73.0,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1600.0,3.0,3.0,170.0,3
Super built-up  Area,Ready To Move,Kudlu Gate,ACiteda,1320.0,2.0,2.0,50.0,3
Super built-up  Area,Ready To Move,Whitefield,DNlleks,1200.0,2.0,3.0,70.0,2
Super built-up  Area,Ready To Move,Electronic City,Palleon,995.0,2.0,1.0,48.0,2
Super built-up  Area,18-Dec,Sonnenahalli,Skacak ,605.0,1.0,1.0,30.24,1
Built-up  Area,Ready To Move,Yelahanka,Ardanru,567.0,1.0,1.0,25.0,1
Super built-up  Area,20-Dec,Banashankari Stage VI,Brens7 ,1410.0,2.0,0.0,70.385,3
Super built-up  Area,Ready To Move,Green Glen Layout,SoosePr,1715.0,3.0,2.0,105.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,Esave E,1846.0,3.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Whitefield,AHodsWo,1015.0,2.0,3.0,56.0,2
Super built-up  Area,Ready To Move,Thanisandra,SLaceda,1100.0,2.0,1.0,36.0,2
Super built-up  Area,Ready To Move,Thanisandra,Soitya ,1965.0,4.0,2.0,125.0,3
Super built-up  Area,18-Apr,Haralur Road,SNnia E,1230.0,2.0,1.0,67.65,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1894.0,4.0,1.0,114.0,3
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,NDpalSe,1231.0,2.0,3.0,66.0,2
Super built-up  Area,Ready To Move,Begur,Arera V,1443.0,2.0,2.0,70.0,3
Super built-up  Area,18-Sep,Chandapura,SunceEs,1305.0,3.0,1.0,33.28,3
Super built-up  Area,18-Jun,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,Almid P,1750.0,3.0,2.0,100.0,3
Super built-up  Area,Ready To Move,Electronic City,Prarkun,1342.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Motappa Layout,Puodse ,1113.0,2.0,1.0,52.0,2
Super built-up  Area,Ready To Move,Devarabeesana Halli,Thionav,1738.0,3.0,2.0,110.0,3
Super built-up  Area,19-Mar,Hebbal,Raard B,2790.0,4.0,3.0,198.0,4
Built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,1857.0,4.0,3.0,155.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,1763.0,3.0,2.0,240.0,2
Super built-up  Area,Ready To Move,Chikkalasandra,V2avei ,1290.0,2.0,2.0,72.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1160.0,2.0,2.0,64.08,2
Plot  Area,Ready To Move,Sarjapur  Road,NVanat ,1750.0,3.0,1.0,185.0,4
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,2240.0,4.0,2.0,160.0,4
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shaceop,891.0,2.0,1.0,26.0,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1852.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Chandapura,Siissi ,1323.0,2.0,1.0,42.0,3
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1404.0,2.0,1.0,67.5,2
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,1129.0,2.0,1.0,50.0,2
Super built-up  Area,Ready To Move,Mahalakshmi Layout,Asmosz ,1876.0,3.0,1.0,150.0,3
Super built-up  Area,Ready To Move,Brooke Bond First Cross,Soosea ,1720.0,3.0,1.0,95.0,3
Super built-up  Area,Ready To Move,Mysore Road,PrntaEn,1175.0,2.0,2.0,86.68,2
Super built-up  Area,19-Jan,Hosa Road,Sosisic,1893.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Whitefield,JahanSa,1430.0,3.0,2.0,52.0,3
Built-up  Area,Ready To Move,Green View Layout,DSeme S,850.0,2.0,2.0,45.0,2
Super built-up  Area,17-Mar,CV Raman Nagar,Pu270a ,1392.0,2.0,1.0,110.0,2
Super built-up  Area,21-Mar,Kanakpura Road,GolusLi,1938.0,3.0,3.0,105.0,3
Super built-up  Area,Ready To Move,HBR Layout,Giersin,1832.0,3.0,2.0,160.0,3
Super built-up  Area,Ready To Move,Jakkur,HRaniIb,1432.0,2.0,1.0,85.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,Puestol,1843.0,3.0,2.0,96.2,3
Super built-up  Area,18-Dec,Hulimavu,NiarkHy,1916.0,2.0,1.0,150.0,3
Super built-up  Area,18-Jun,Old Madras Road,Brica E,2640.0,2.0,1.0,170.0,2
Super built-up  Area,Ready To Move,Bommanahalli,Maoseer,1160.0,2.0,3.0,53.0,2
Built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1200.0,2.0,1.0,80.0,2
Carpet  Area,Ready To Move,Ramagondanahalli,Reitice,1500.0,3.0,3.0,100.0,3
Super built-up  Area,18-May,Electronic City Phase II,MJtroty,1336.0,2.0,3.0,50.35,3
Built-up  Area,Ready To Move,Choodasandra,Maidsr ,1065.0,2.0,1.0,46.0,2
Super built-up  Area,Ready To Move,Hebbal,Prersis,1294.0,2.0,1.0,115.0,2
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,3.0,2.0,68.5,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brnia G,1430.0,2.0,1.0,102.0,3
Super built-up  Area,18-Dec,Frazer Town,Emsisy ,4100.0,4.0,3.0,660.0,4
Super built-up  Area,22-Jun,Hoodi,GoAirej,1660.0,3.0,2.0,125.0,3
Super built-up  Area,Ready To Move,Thanisandra,MenueNo,1430.0,2.0,3.0,56.0,3
Super built-up  Area,Ready To Move,Hennur Road,DSreerk,1470.0,2.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Jalahalli,Vaniai ,1045.0,2.0,1.0,76.77,2
Super built-up  Area,Ready To Move,Hebbal,Brium C,4225.0,6.0,0.0,359.0,4
Built-up  Area,Ready To Move,Anjanapura,ACopsva,950.0,2.0,0.0,30.0,2
Super built-up  Area,Ready To Move,Doddathoguru,SKterAs,1382.0,3.0,1.0,65.0,3
Super built-up  Area,Ready To Move,Vijinapura,Vadidpl,1290.0,2.0,2.0,71.95,2
Built-up  Area,Ready To Move,Whitefield,JahanSa,1010.0,2.0,1.0,45.0,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,Adxira ,1200.0,2.0,2.0,71.0,2
Super built-up  Area,Ready To Move,Budigere,PrityTr,1636.0,3.0,2.0,88.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2367.0,3.0,2.0,320.0,3
Super built-up  Area,Ready To Move,Budigere,PrityTr,1153.0,2.0,2.0,56.55,2
Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2087.0,4.0,2.0,160.0,3
Super built-up  Area,Ready To Move,LB Shastri Nagar,MancyRe,1200.0,2.0,1.0,47.0,2
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1844.0,3.0,1.0,89.0,3
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1215.0,2.0,1.0,43.75,2
Built-up  Area,Ready To Move,Chennappa Layout,VaireSo,1220.0,2.0,2.0,52.0,2
Super built-up  Area,18-May,Bommasandra,SSestth,955.0,2.0,1.0,37.97,2
Super built-up  Area,18-Aug,Magadi Road,Vrenty ,884.0,2.0,1.0,48.0,2
Plot  Area,Ready To Move,Dodda Nekkundi,FetatHa,2400.0,4.0,2.0,300.0,3
Super built-up  Area,Ready To Move,Harlur,Shodsir,2990.0,4.0,1.0,225.0,4
Super built-up  Area,Ready To Move,Bellandur,SRageri,1195.0,2.0,1.0,52.0,2
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,984.0,2.0,1.0,45.75,2
Super built-up  Area,Ready To Move,Bommasandra,TCncyn ,1089.0,2.0,1.0,40.0,2
Super built-up  Area,19-Mar,Hennur Road,Orens G,1165.0,2.0,1.0,52.0,2
Super built-up  Area,18-Dec,Hennur,Puveshe,1482.0,3.0,1.0,110.0,3
Super built-up  Area,Ready To Move,Mico Layout,Inasy E,1140.0,2.0,2.0,43.0,2
Plot  Area,Ready To Move,Hegde Nagar,Sotosty,3734.0,5.0,1.0,430.0,4
Super built-up  Area,Ready To Move,Tejaswini Nagar,Raood R,720.0,1.0,2.0,28.0,1
Built-up  Area,Ready To Move,Richards Town,Alnorrm,1100.0,2.0,1.0,90.0,2
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1550.0,2.0,2.0,73.5,3
Super built-up  Area,Ready To Move,Chikbasavanapura,SatonLi,1220.0,2.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,DSlesSp,1347.0,2.0,1.0,44.0,3
Super built-up  Area,Ready To Move,Lake City,Prdenth,600.0,1.0,1.0,22.8,1
Super built-up  Area,18-Dec,Whitefield,Prtates,2321.0,4.0,1.0,157.0,3
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,Prineth,540.0,1.0,2.0,24.0,1
Built-up  Area,Ready To Move,Sonnenahalli,Skacak ,1484.0,3.0,1.0,75.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1105.0,2.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Vidyaranyapura,Invenai,1200.0,2.0,2.0,60.5,2
Plot  Area,Ready To Move,Whitefield,Chllea ,4007.0,4.0,3.0,530.0,4
Super built-up  Area,Ready To Move,Electronic City,Itelaa ,550.0,2.0,1.0,16.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,2409.0,3.0,3.0,395.0,3
Built-up  Area,Ready To Move,Old Airport Road,Canoroy,1055.0,2.0,3.0,75.0,2
Super built-up  Area,18-Dec,Hosa Road,Mahesr ,1541.0,3.0,1.0,69.61,3
Super built-up  Area,Ready To Move,Whitefield,Veitaus,1224.0,2.0,2.0,75.0,2
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,PrinePr,1154.0,2.0,1.0,57.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,Hahtsya,1610.0,3.0,3.0,78.5,3
Super built-up  Area,Ready To Move,Devasthanagalu,CMhidal,1057.0,2.0,1.0,42.0,2
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,Prllsan,1157.0,2.0,1.0,65.0,2
Super built-up  Area,Ready To Move,Gulimangala,Daxir E,980.0,2.0,3.0,35.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,Vaine S,1140.0,2.0,1.0,40.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1206.0,2.0,1.0,40.7,2
Super built-up  Area,Ready To Move,Koramangala,K ncy R,1600.0,3.0,1.0,170.0,3
Super built-up  Area,18-Dec,Tunganagara,DSdidSp,1270.0,2.0,1.0,35.56,3
Super built-up  Area,18-Apr,Electronic City,Prarkun,1128.0,2.0,1.0,63.5,2
Super built-up  Area,Ready To Move,Electronics City Phase 1,Shiaa S,640.0,1.0,1.0,45.0,1
Super built-up  Area,Ready To Move,Electronic City,Itvir M,589.0,1.0,1.0,29.0,1
Plot  Area,Ready To Move,Sarjapur  Road,Adeatlm,3150.0,4.0,2.0,500.0,4
Super built-up  Area,Ready To Move,Kundalahalli,Viuliap,1315.0,2.0,3.0,74.0,2
Super built-up  Area,Ready To Move,Bellandur,AkonyHa,1435.0,2.0,2.0,115.0,3
Super built-up  Area,18-May,Kadugodi,Alestrb,1314.0,2.0,3.0,80.0,2
Super built-up  Area,Ready To Move,Koramangala,Gencysi,1260.0,2.0,1.0,100.0,2
Super built-up  Area,18-Feb,Mysore Road,PrawnRa,1082.0,2.0,1.0,45.0,3
Super built-up  Area,18-Dec,Hennur Road,DSeldpr,1052.0,2.0,1.0,34.72,2
Built-up  Area,Ready To Move,Kodigehaali,Shyas S,1442.0,3.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,SrncyRe,1500.0,2.0,2.0,75.0,3
Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,53.57,2
Built-up  Area,Ready To Move,Kundalahalli,Roima A,2100.0,3.0,2.0,150.0,3
Built-up  Area,Ready To Move,Hennur Road,Eltert ,1450.0,2.0,2.0,80.0,2
Super built-up  Area,18-May,Sarjapur  Road,PualeSk,1346.0,2.0,1.0,69.61,2
Super built-up  Area,Ready To Move,Electronic City Phase II,Assha A,925.0,2.0,1.0,49.82,3
Super built-up  Area,18-Apr,Lingadheeranahalli,Shiumi ,1768.0,3.0,3.0,81.31,3
Built-up  Area,Ready To Move,Gubbalala,MauilTr,1745.0,3.0,2.0,130.0,3
Super built-up  Area,Ready To Move,Byadarahalli,ETntsce,3500.0,3.0,3.0,425.0,4
Super built-up  Area,Ready To Move,Sonnenahalli,AdtusAn,1550.0,3.0,1.0,50.0,3
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,2340.0,5.0,1.0,160.0,4
Super built-up  Area,19-Mar,Whitefield,Prtates,1655.0,3.0,2.0,113.0,3
Super built-up  Area,19-Jan,Battarahalli,PaontWa,2024.0,3.0,2.0,103.0,3
Built-up  Area,Ready To Move,Siddapura,PrstaLa,3100.0,5.0,0.0,425.0,4
Super built-up  Area,Ready To Move,Jalahalli,AFe 3Ph,1575.0,4.0,3.0,100.0,3
Built-up  Area,Ready To Move,Sarjapur  Road,Adeatlm,6200.0,4.0,2.0,744.0,4
Super built-up  Area,Ready To Move,BTM 2nd Stage,Jancyva,1265.0,2.0,3.0,55.0,3
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,67.4,2
Super built-up  Area,19-Mar,Hosa Road,Skume R,615.0,1.0,1.0,43.08,1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Prhna S,1128.0,2.0,1.0,60.0,2
Super built-up  Area,Ready To Move,Tirumanahalli,AmiewLa,1260.0,2.0,1.0,55.0,2
Super built-up  Area,Ready To Move,Bellandur,OriewLa,1830.0,3.0,3.0,89.89,3
Super built-up  Area,18-Jan,Yelahanka,Prensya,602.0,2.0,1.0,30.0,1
Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,1835.0,3.0,3.0,89.0,3
Built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1250.0,3.0,3.0,62.6,3
Super built-up  Area,Ready To Move,Murugeshpalya,Vestas ,1855.0,3.0,3.0,96.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,PraleSi,2089.0,3.0,2.0,148.0,3
Built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.73,2
Super built-up  Area,Ready To Move,Sarjapur,Coa 3t ,1095.0,2.0,1.0,45.0,2
Plot  Area,Ready To Move,Ambedkar Nagar,Thessrm,2900.0,3.0,2.0,297.0,3
Super built-up  Area,Ready To Move,BTM 2nd Stage,Saarlth,2500.0,3.0,2.0,345.0,3
Built-up  Area,Ready To Move,Kothanur,EiionCa,1170.0,3.0,2.0,80.0,3
Super built-up  Area,Ready To Move,6th Phase JP Nagar,HMinebo,1280.0,2.0,1.0,88.0,2
Super built-up  Area,18-Jul,Rajaji Nagar,Puwerun,1224.0,2.0,0.0,105.0,2
Built-up  Area,Ready To Move,Thanisandra,Soitya ,1694.0,3.0,1.0,125.0,3
Super built-up  Area,Ready To Move,Electronic City,KBityo ,825.0,2.0,1.0,30.0,2
Super built-up  Area,18-Aug,Chandapura,SunceEs,985.0,2.0,1.0,25.12,2
Super built-up  Area,Ready To Move,Murugeshpalya,Sahtsi ,1175.0,2.0,2.0,75.0,2
Built-up  Area,Ready To Move,Whitefield,SneurGr,1740.0,3.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Carmelaram,DSensn ,1770.0,3.0,2.0,99.0,3
Super built-up  Area,18-Aug,Horamavu Agara,S2ionrn,1090.0,2.0,1.0,46.0,2
Super built-up  Area,Ready To Move,Jogupalya,Ranor M,1800.0,3.0,1.0,130.0,3
Super built-up  Area,Ready To Move,Jigani,DLhtsan,1221.0,3.0,3.0,65.0,3
Super built-up  Area,18-Jun,8th Phase JP Nagar,Maian M,1046.0,2.0,1.0,48.0,2
Super built-up  Area,Ready To Move,Uttarahalli,Ayaya A,1290.0,2.0,3.0,56.12,3
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1065.0,2.0,1.0,30.76,2
Super built-up  Area,Ready To Move,Ambedkar Nagar,SoechHa,1850.0,4.0,2.0,121.0,3
Super built-up  Area,Ready To Move,Battarahalli,SraveHi,1097.0,2.0,1.0,49.0,2
Super built-up  Area,Ready To Move,Kalena Agrahara,Mykyayi,1200.0,3.0,2.0,70.0,2
